Token ID,Bullish Bear Rating,Vessel Type,Vessel Frequency,Class,Class Frequency,Weapon,Weapon Frequency,Secondary Weapon,Secondary Frequency,Shield,Shield Frequency,Propulsion,Propulsion Frequency,Material,Material Frequency,Extra,Extra Frequency
137,1925,Transport Ship,346,Liaoning of Capricorn,33,Starburst Stream,610,Kinetic Energy Blast,610,Overclocked The Destroyer Nuclear of Sagittarius +1,1,Fission-Fragment,352,Diamond,387,Disco Light,960
138,7029,Frigate,328,Dolphin,345,Plasma Beam of Virgo,37,Positron Torpedo,576,Plasma,737,Nuclear Fusion,365,Carbon Fibre,379,Escape Pod,930
139,4333,Medical of Leo,3,Incheon,306,Gravity Canon of Aries,69,Gravimetric Torpedo,540,Plasma,737,Fission-Fragment,352,Wooden,407,Warp Core,962
140,2164,Cruiser of Virgo,3,Liaoning,323,Photon Beam,588,Overclocked Deluxe Twin Bed Electromagnetic Pulse Bomb of Sagittarius +1,4,Electromagnetic,678,Fission-Fragment of Capricorn,172,Titanium,382,Escape Pod,930
141,5075,Scout Ship of Sagittarius,8,Enterprise,319,Gravity Canon of Aries,69,Thermonuclear Bomb,514,Quasar,728,Fusion-Electric of Libra,158,Vibranium,377,Killer Drone,962
142,235,Destroyer,321,Doomsday The Benevolent Arleigh Burke of Leo,2,Particle Beam of Tau Ceti,74,Doomsday Havoc Thermonuclear Bomb of Leo,6,Nuclear,711,Fusion-Fragment,354,Flaming The Destroyer Glass of Gliese 667C +1,2,Escape Pod,930
143,2456,Tug of Tau Ceti,3,Cavour,328,Starburst Stream,610,Thermonuclear Bomb,514,Quasar,728,Kryptonite Thruster,405,Polystyrene,404,Einstein-Rosen The Tyrant Tractor Beam of Gemini +1,5
144,6053,Destroyer,321,Kongo of Leo,22,Plasma Beam of Wolf 1961,38,Photon Torpedo,582,Gamma,755,Alcubierre Drive,378,Gold,559,Escape Pod,930
145,1291,Carrier,289,Soryu,338,Starburst Stream,610,Positron Torpedo,576,Plasma of Libra,13,Fusion-Fragment,354,Supercosmic Voyager Wooden of Aquarius,5,Einstein-Rosen Catastrophe Cocktail Bar of Gemini +1,6
146,1073,Overclocked The Tyrant Courier of Sagittarius +1,2,Kirov,314,Plasma Beam,578,Quantum The Indestructable Positron Torpedo of Scorpio,4,Nuclear,711,Fission-Fragment of Capricorn,172,Graphene,349,Disco Light,960
147,6880,Science Vessel,336,Brandenburg,320,Electron Beam,525,Thermonuclear Bomb,514,Quantum,709,Solid Fuel Rocket,353,Polystyrene of Gliese 667C,32,Cocktail Bar,978
148,7967,Minesweeper,339,Ticonderoga,302,Plasma Beam,578,Hydrogen Bomb,569,Plasma,737,Antimatter Rocket of Aries,162,Graphene,349,Escape Pod,930
149,4598,Supply Ship,359,Barracuda,297,Particle Beam,574,Quantum The Destroyer Fractional Orbital Bombardment of Scorpio,6,Gravitational,689,Light Sail,370,Wooden,407,Cocktail Bar,978
150,7723,Destroyer,321,Enterprise,319,Proton Beam of Libra,76,Hydrogen Bomb,569,Gamma,755,Magnetoplasmadynamic Thruster,400,Silicon Carbide,352,Cocktail Bar,978
151,4698,Transport Ship,346,Arleigh Burke of Aquarius,20,Soliton Canon,568,Fractional Orbital Bombardment,585,Nuclear,711,Kryptonite Thruster,405,Gold,559,Supercosmic Deluxe Twin Bed Disco Light of Aquarius,6
152,2677,Medical,325,Admiral Kuznetsov,328,Electron Beam of Taurus,46,Thermonuclear Bomb,514,Gravitational of Virgo,8,Magnetic Sail,378,Beryllium of Tau Ceti,40,Quantum The Destroyer Killer Drone of Scorpio,3
153,2673,Dreadnought,350,Flaming Deluxe Twin Bed Virginia of Gliese 667C +1,3,Particle Beam,574,Electromagnetic Pulse Bomb of Aquarius,29,Nuclear,711,Kryptonite Thruster,405,Vibranium of Cancer,35,Warp Core,962
154,629,Frigate of Libra,8,Enterprise,319,Photon Beam,588,Thermonuclear Bomb of Tau Ceti,60,Subatomic Deluxe Twin Bed Dark Energy of Taurus,1,Supercosmic The Tyrant Nuclear Pulse of Aquarius,6,Carbon Fibre of Leo,36,Cocktail Bar,978
155,5032,Frigate of Pisces,8,Admiral Kuznetsov,328,Soliton Canon of Capricorn,78,Positron Torpedo of Capricorn,64,Electromagnetic,678,Light Sail,370,Diamond,387,Killer Drone,962
156,905,Dreadnought of Virgo,6,Subatomic Ultimatum Barracuda of Taurus,3,Pulse Canon of Leo,36,Fractional Orbital Bombardment of Capricorn,80,Nuclear,711,Antimatter Rocket,395,Titanium of Libra,37,Killer Drone of Wolf 1961,38
157,1423,Tanker,343,Lightning The Destroyer Ticonderoga of Virgo +1,1,Soliton Canon of Capricorn,78,Thermonuclear Bomb,514,Plasma of Capricorn,28,Nuclear Pulse,390,Copper,402,Disco Light of Scorpio,36
158,7064,Destroyer,321,Liaoning,323,Proton Beam of Libra,76,Photon Torpedo of Wolf 1961,34,Gravitational,689,Light Sail,370,Copper,402,Escape Pod,930
159,6655,Medical,325,Rutherford,352,Pulse Canon,612,Thermonuclear Bomb,514,Plasma,737,Fission-Electric,407,Gold,559,Escape Pod,930
160,7148,Transport Ship,346,Nimitz,316,Particle Beam,574,Positron Torpedo,576,Gamma,755,Kryptonite Thruster of Sagittarius,66,Copper of Capricorn,36,Disco Light,960
161,5526,Cruiser,363,Kirov,314,Soliton Canon,568,Photon Torpedo of Virgo,38,Gravitational of Tau Ceti,17,Nuclear Pulse,390,Tungsten Carbide,571,Warp Core of Cancer,74
162,5631,Cruiser,363,Dolphin of Tau Ceti,25,Starburst Stream of Aquarius,41,Photon Torpedo of Virgo,38,Gamma,755,Nuclear Fusion,365,Adamantium,407,Disco Light,960
163,3939,Supply Ship of Gliese 667C,11,Dolphin,345,Gravity Canon,567,Photon Torpedo,582,Gravitational of Aries,18,Alcubierre Drive,378,Polystyrene,404,Doomsday Ultimatum Disco Light of Leo,5
164,7998,Tanker,343,Soryu,338,Pulse Canon,612,Fractional Orbital Bombardment,585,Plasma,737,Fission-Fragment of Capricorn,172,Titanium,382,Escape Pod,930
165,1799,Tanker,343,Dolphin,345,Pulse Canon,612,Thermonuclear Bomb,514,Overclocked Voyager Quantum of Sagittarius +1,2,Fusion-Electric,384,Tungsten Carbide,571,Killer Drone of Aquarius,38
166,1935,Lightning Deluxe Twin Bed Cruiser of Virgo +1,1,Rutherford,352,Particle Beam,574,Positron Torpedo,576,Nuclear,711,Fission-Electric,407,Copper of Capricorn,36,Warp Core,962
167,112,Einstein-Rosen Voyager Destroyer of Gemini +1,1,Overclocked Havoc Missouri of Sagittarius +1,2,Quantum The Powerful Soliton Canon of Scorpio,4,Spatial Torpedo,608,Dark Energy,707,Fission-Fragment of Capricorn,172,Silicon Carbide,352,Cocktail Bar,978
168,2072,Cruiser,363,Overclocked The Benevolent Ticonderoga of Sagittarius +1,3,Proton Beam of Libra,76,Electromagnetic Pulse Bomb of Cancer,79,Dark Energy,707,Antimatter Rocket of Aries,162,Titanium,382,Tractor Beam,917
169,1071,Frigate,328,Flaming Adventurer Virginia of Gliese 667C +1,1,Pulse Canon,612,Hydrogen Bomb of Aries,83,Quantum,709,Solid Fuel Rocket of Cancer,147,Titanium,382,Disco Light of Wolf 1961,45
170,4887,Transport Ship of Capricorn,7,Virginia,305,Pulse Canon,612,Fractional Orbital Bombardment,585,Gravitational of Libra,14,Fusion-Fragment,354,Tungsten Carbide,571,Killer Drone,962
171,3732,Frigate,328,Nimitz of Cancer,21,Soliton Canon,568,Spatial Torpedo,608,Quasar of Sagittarius,7,Antimatter Rocket,395,Vibranium of Libra,37,Cocktail Bar of Virgo,40
172,1149,Science Vessel,336,Dolphin,345,Doomsday Voyager Particle Beam of Leo,3,Overclocked Adventurer Electromagnetic Pulse Bomb of Sagittarius +1,4,Dark Energy,707,Nuclear Pulse,390,Beryllium of Capricorn,42,Escape Pod,930
173,6836,Tug,343,Admiral Kuznetsov,328,Gravity Canon,567,Gravimetric Torpedo,540,Dark Energy,707,Antimatter Rocket,395,Polystyrene,404,Tractor Beam of Virgo,31
174,1911,Carrier,289,Rutherford,352,Particle Beam,574,Hydrogen Bomb,569,Galactic Havoc Gravitational of Wolf 1961,4,Galactic The Indestructable Ion Thruster of Wolf 1961,6,Polystyrene,404,Killer Drone,962
175,5022,Medical of Gemini,6,Kirov,314,Proton Beam,567,Electromagnetic Pulse Bomb,560,Nuclear,711,Infinite Improbability Drive,354,Polystyrene of Virgo,41,Escape Pod,930
176,428,Minesweeper of Gemini,3,Barracuda,297,Electron Beam,525,Gravimetric Torpedo,540,Lightning Adventurer Electromagnetic of Virgo +1,1,Fusion-Fragment,354,Lightning Havoc Glass of Virgo +1,4,Warp Core,962
177,6601,Frigate,328,Rutherford,352,Pulse Canon of Leo,36,Gravimetric Torpedo,540,Plasma,737,Fission-Electric,407,Carbon Fibre of Taurus,28,Tractor Beam,917
178,7682,Destroyer,321,Admiral Kuznetsov,328,Starburst Stream,610,Electromagnetic Pulse Bomb,560,Plasma,737,Light Sail of Taurus,79,Carbon Fibre,379,Escape Pod of Cancer,76
179,7418,Dreadnought,350,Soryu,338,Proton Beam,567,Photon Torpedo,582,Quasar,728,Magnetic Sail of Gemini,92,Diamond,387,Tractor Beam of Gemini,39
180,7743,Frigate,328,Cavour,328,Pulse Canon,612,Gravimetric Torpedo of Libra,74,Gamma,755,Ion Thruster,386,Wooden,407,Warp Core,962
181,5584,Tanker of Capricorn,11,Soryu,338,Pulse Canon,612,Positron Torpedo of Gemini,39,Quantum,709,Nuclear Pulse,390,Graphene,349,Killer Drone,962
182,4731,Minesweeper of Pisces,7,Liaoning,323,Photon Beam,588,Kinetic Energy Blast,610,Quantum of Pisces,10,Fission-Electric,407,Graphene,349,Tractor Beam,917
183,4076,Courier,326,Incheon,306,Particle Beam,574,Rail Gun,551,Nuclear,711,Nuclear Pulse of Aquarius,79,Graphene,349,Anti-gravitational Catastrophe Tractor Beam of Pisces +1,8
184,566,Supply Ship,359,Lightning The Powerful Virginia of Virgo +1,2,Soliton Canon,568,Kinetic Energy Blast,610,Overclocked The Powerful Dark Energy of Sagittarius +1,2,Kryptonite Thruster,405,Glass,349,Warp Core,962
185,6598,Dreadnought,350,Nimitz of Libra,26,Proton Beam of Taurus,39,Positron Torpedo,576,Dark Energy,707,Kryptonite Thruster,405,Beryllium,383,Cocktail Bar,978
186,1401,Scout Ship of Leo,5,Incheon,306,Electron Beam of Taurus,46,Electromagnetic Pulse Bomb,560,Quantum,709,Galactic The Destroyer Ion Thruster of Wolf 1961,8,Beryllium of Tau Ceti,40,Escape Pod of Aries,79
187,7787,Tug,343,Brandenburg,320,Electron Beam,525,Fractional Orbital Bombardment of Capricorn,80,Gravitational,689,Fission-Electric,407,Carbon Fibre,379,Warp Core,962
188,5844,Destroyer,321,Arleigh Burke of Taurus,12,Particle Beam,574,Spatial Torpedo,608,Nuclear,711,Alcubierre Drive of Tau Ceti,142,Vibranium,377,Tractor Beam,917
189,3601,Dreadnought,350,Admiral Kuznetsov,328,Doomsday Ultimatum Pulse Canon of Leo,6,Photon Torpedo,582,Quantum,709,Solid Fuel Rocket,353,Copper,402,Tractor Beam,917
190,5654,Destroyer,321,Virginia of Pisces,13,Pulse Canon,612,Gravimetric Torpedo,540,Gravitational,689,Fission-Fragment,352,Tungsten Carbide,571,Disco Light,960
191,5581,Battleship,328,Brandenburg of Virgo,12,Pulse Canon,612,Positron Torpedo,576,Plasma,737,Solid Fuel Rocket,353,Tungsten Carbide,571,Warp Core,962
192,3642,Frigate,328,Kirov,314,Proton Beam,567,Spatial Torpedo,608,Galactic Catastrophe Electromagnetic of Wolf 1961,2,Ion Thruster,386,Tungsten Carbide,571,Tractor Beam of Pisces,36
193,1192,Battleship,328,Supercosmic Havoc Kongo of Aquarius,6,Electron Beam,525,Rail Gun,551,Overclocked Havoc Dark Energy of Sagittarius +1,2,Alcubierre Drive,378,Wooden,407,Disco Light,960
194,178,Scout Ship of Aries,7,Ticonderoga of Gliese 667C,10,Lightning Voyager Plasma Beam of Virgo +1,6,Fractional Orbital Bombardment,585,Quantum of Gliese 667C,7,Kryptonite Thruster,405,Silicon Carbide,352,Lightning The Benevolent Cocktail Bar of Virgo +1,4
195,3514,Dreadnought of Scorpio,2,Virginia,305,Photon Beam,588,Spatial Torpedo of Leo,48,Nuclear of Cancer,18,Nuclear Fusion,365,Titanium,382,Warp Core,962
196,948,Anti-gravitational The Powerful Dreadnought of Pisces +1,1,Soryu,338,Tetryon Canon of Aquarius,37,Spatial Torpedo of Pisces,40,Dark Energy,707,Fission-Electric of Gliese 667C,68,Adamantium,407,Warp Core of Tau Ceti,79
197,4067,Carrier of Libra,8,Virginia,305,Electron Beam,525,Kinetic Energy Blast,610,Nuclear,711,Fusion-Electric,384,Galactic The Tyrant Adamantium of Wolf 1961,4,Escape Pod,930
198,4775,Tug,343,Kirov,314,Photon Beam of Scorpio,34,Doomsday Deluxe Twin Bed Spatial Torpedo of Leo,6,Gamma,755,Alcubierre Drive,378,Silicon Carbide,352,Killer Drone,962
199,3235,Minesweeper,339,Enterprise,319,Gravity Canon,567,Rail Gun of Sagittarius,40,Nuclear,711,Magnetoplasmadynamic Thruster,400,Adamantium,407,Einstein-Rosen The Indestructable Tractor Beam of Gemini +1,4
200,7039,Cruiser,363,Missouri,309,Pulse Canon of Leo,36,Gravimetric Torpedo,540,Plasma,737,Ion Thruster,386,Gold,559,Tractor Beam,917
201,5271,Frigate,328,Virginia,305,Particle Beam,574,Thermonuclear Bomb,514,Gravitational,689,Supercosmic The Destroyer Nuclear Pulse of Aquarius,10,Vibranium of Capricorn,36,Escape Pod,930
202,1679,Tug,343,Brandenburg,320,Pulse Canon,612,Hydrogen Bomb,569,Lightning The Benevolent Electromagnetic of Virgo +1,1,Fission-Fragment,352,Gold,559,Escape Pod,930
203,6662,Cruiser,363,Missouri,309,Starburst Stream,610,Spatial Torpedo,608,Quantum,709,Kryptonite Thruster,405,Gold,559,Tractor Beam,917
204,7338,Battleship,328,Barracuda,297,Particle Beam,574,Hydrogen Bomb,569,Nuclear,711,Ion Thruster,386,Silicon Carbide of Wolf 1961,43,Escape Pod,930
205,2611,Destroyer of Sagittarius,4,Virginia,305,Pulse Canon,612,Hydrogen Bomb of Wolf 1961,32,Plasma of Wolf 1961,3,Infinite Improbability Drive,354,Beryllium of Libra,48,Escape Pod,930
206,6983,Cargo,327,Admiral Kuznetsov of Libra,33,Proton Beam,567,Spatial Torpedo,608,Electromagnetic,678,Light Sail,370,Gold,559,Killer Drone,962
207,2125,Tanker,343,Nimitz,316,Pulse Canon,612,Positron Torpedo,576,Nuclear,711,Antimatter Rocket,395,Quantum Ultimatum Wooden of Scorpio,6,Doomsday Ultimatum Killer Drone of Leo,7
208,5961,Tanker,343,Enterprise,319,Particle Beam,574,Thermonuclear Bomb,514,Quasar of Aries,24,Fusion-Electric,384,Copper,402,Killer Drone of Leo,28
209,1904,Transport Ship of Wolf 1961,2,Kirov,314,Particle Beam of Tau Ceti,74,Galactic The Benevolent Photon Torpedo of Wolf 1961,2,Dark Energy of Capricorn,12,Fusion-Fragment,354,Copper,402,Escape Pod,930
210,4828,Destroyer,321,Ticonderoga of Gliese 667C,10,Gravity Canon,567,Spatial Torpedo,608,Gamma of Aries,13,Fusion-Electric of Libra,158,Polystyrene,404,Disco Light,960
211,5376,Minelayer,350,Barracuda,297,Proton Beam,567,Rail Gun,551,Electromagnetic,678,Quantum Voyager Fusion-Fragment of Scorpio,10,Tungsten Carbide,571,Warp Core of Libra,67
212,6987,Medical,325,Enterprise of Aries,27,Plasma Beam,578,Thermonuclear Bomb,514,Plasma,737,Magnetic Sail of Gemini,92,Tungsten Carbide,571,Warp Core,962
213,1695,Anti-gravitational Havoc Tanker of Pisces +1,1,Barracuda,297,Starburst Stream,610,Fractional Orbital Bombardment,585,Gamma,755,Magnetoplasmadynamic Thruster,400,Carbon Fibre,379,Disco Light,960
214,3051,Dreadnought,350,Koni,292,Gravity Canon of Aries,69,Rail Gun,551,Electromagnetic,678,Nuclear Fusion of Pisces,74,Anti-gravitational The Benevolent Diamond of Pisces +1,4,Killer Drone,962
215,1018,Supply Ship of Taurus,3,Liaoning,323,Gravity Canon,567,Spatial Torpedo of Tau Ceti,99,Flaming Catastrophe Electromagnetic of Gliese 667C +1,2,Solid Fuel Rocket,353,Graphene of Virgo,47,Warp Core of Aries,94
216,2017,Lightning Deluxe Twin Bed Battleship of Virgo +1,1,Brandenburg,320,Soliton Canon,568,Spatial Torpedo,608,Quasar,728,Fission-Fragment of Capricorn,172,Tungsten Carbide,571,Killer Drone,962
217,984,Minelayer,350,Arleigh Burke,327,Particle Beam,574,Spatial Torpedo,608,Quantum Ultimatum Plasma of Scorpio,1,Nuclear Fusion,365,Overclocked The Indestructable Glass of Sagittarius +1,5,Escape Pod,930
218,3261,Tanker,343,Admiral Kuznetsov,328,Soliton Canon of Gemini,44,Photon Torpedo,582,Electromagnetic,678,Fission-Electric,407,Lightning The Powerful Diamond of Virgo +1,4,Killer Drone,962
219,541,Destroyer,321,Kongo,307,Anti-gravitational The Destroyer Pulse Canon of Pisces +1,8,Fractional Orbital Bombardment,585,Anti-gravitational Deluxe Twin Bed Nuclear of Pisces +1,1,Nuclear Fusion,365,Wooden,407,Tractor Beam,917
220,4396,Science Vessel,336,Incheon,306,Starburst Stream,610,Rail Gun,551,Dark Energy,707,Fusion-Electric,384,Silicon Carbide,352,Quantum The Powerful Disco Light of Scorpio,5
221,586,Doomsday The Destroyer Minesweeper of Leo,2,Rutherford,352,Pulse Canon of Tau Ceti,79,Hydrogen Bomb of Wolf 1961,32,Nuclear,711,Einstein-Rosen Adventurer Magnetic Sail of Gemini +1,12,Beryllium,383,Killer Drone of Scorpio,45
222,7456,Tanker,343,Kirov,314,Particle Beam,574,Gravimetric Torpedo,540,Nuclear,711,Kryptonite Thruster,405,Graphene of Virgo,47,Escape Pod,930
223,17,Destroyer,321,Admiral Kuznetsov of Libra,33,Gravity Canon of Aries,69,Einstein-Rosen Havoc Fractional Orbital Bombardment of Gemini +1,3,Gamma,755,Anti-gravitational The Tyrant Nuclear Fusion of Pisces +1,6,Titanium of Libra,37,Overclocked Voyager Cocktail Bar of Sagittarius +1,3
224,909,Carrier,289,Admiral Kuznetsov,328,Tetryon Canon,578,Hydrogen Bomb of Wolf 1961,32,Lightning Havoc Nuclear of Virgo +1,1,Fission-Fragment,352,Quantum Ultimatum Wooden of Scorpio,6,Warp Core,962
225,6404,Science Vessel,336,Missouri,309,Proton Beam,567,Kinetic Energy Blast,610,Dark Energy,707,Magnetic Sail,378,Wooden,407,Cocktail Bar,978
226,1637,Overclocked Havoc Tanker of Sagittarius +1,1,Admiral Kuznetsov,328,Particle Beam of Tau Ceti,74,Rail Gun,551,Quasar of Aquarius,8,Nuclear Pulse,390,Vibranium,377,Cocktail Bar,978
227,2050,Destroyer,321,Arleigh Burke,327,Tetryon Canon,578,Positron Torpedo,576,Dark Energy,707,Galactic The Destroyer Ion Thruster of Wolf 1961,8,Graphene,349,Doomsday The Powerful Disco Light of Leo,4
228,7759,Cargo,327,Incheon,306,Photon Beam,588,Fractional Orbital Bombardment of Capricorn,80,Electromagnetic,678,Antimatter Rocket,395,Graphene,349,Tractor Beam,917
229,7699,Supply Ship,359,Arleigh Burke,327,Particle Beam,574,Hydrogen Bomb,569,Dark Energy,707,Fission-Electric of Gliese 667C,68,Titanium,382,Tractor Beam,917
230,4842,Dreadnought,350,Kongo of Aquarius,14,Photon Beam,588,Hydrogen Bomb of Wolf 1961,32,Quasar of Virgo,13,Nuclear Pulse,390,Copper,402,Tractor Beam,917
231,7574,Tanker,343,Nimitz,316,Plasma Beam of Aries,65,Kinetic Energy Blast,610,Electromagnetic,678,Alcubierre Drive,378,Glass,349,Escape Pod,930
232,3121,Transport Ship,346,Quantum Catastrophe Cavour of Scorpio,2,Tetryon Canon,578,Hydrogen Bomb,569,Quasar of Aquarius,8,Nuclear Fusion,365,Titanium of Tau Ceti,29,Killer Drone,962
233,5358,Minelayer of Virgo,10,Soryu,338,Gravity Canon,567,Spatial Torpedo,608,Gamma,755,Nuclear Pulse,390,Carbon Fibre,379,Killer Drone,962
234,332,Cruiser,363,Rutherford,352,Soliton Canon,568,Hydrogen Bomb,569,Doomsday Deluxe Twin Bed Gravitational of Leo,2,Fusion-Fragment,354,Galactic Ultimatum Adamantium of Wolf 1961,4,Lightning The Powerful Cocktail Bar of Virgo +1,5
235,850,Quantum Deluxe Twin Bed Supply Ship of Scorpio,2,Kongo,307,Soliton Canon,568,Gravimetric Torpedo of Libra,74,Gamma,755,Infinite Improbability Drive of Virgo,83,Anti-gravitational The Tyrant Glass of Pisces +1,6,Tractor Beam,917
236,7621,Dreadnought,350,Virginia,305,Electron Beam,525,Hydrogen Bomb,569,Quasar,728,Magnetoplasmadynamic Thruster of Leo,71,Beryllium,383,Escape Pod of Aries,79
237,2002,Supercosmic The Indestructable Dreadnought of Aquarius,1,Brandenburg,320,Pulse Canon of Pisces,40,Rail Gun of Aquarius,37,Gamma,755,Fission-Fragment of Capricorn,172,Silicon Carbide,352,Escape Pod,930
238,3265,Minelayer,350,Soryu,338,Proton Beam,567,Rail Gun,551,Electromagnetic,678,Magnetoplasmadynamic Thruster,400,Beryllium of Libra,48,Anti-gravitational The Tyrant Tractor Beam of Pisces +1,4
239,5262,Science Vessel,336,Ticonderoga of Pisces,11,Photon Beam,588,Hydrogen Bomb of Aries,83,Nuclear,711,Infinite Improbability Drive,354,Titanium of Capricorn,44,Cocktail Bar,978
240,1743,Frigate,328,Flaming Catastrophe Missouri of Gliese 667C +1,1,Pulse Canon of Tau Ceti,79,Electromagnetic Pulse Bomb,560,Gamma of Capricorn,20,Magnetoplasmadynamic Thruster,400,Graphene,349,Escape Pod,930
241,2196,Transport Ship,346,Enterprise,319,Gravity Canon,567,Positron Torpedo,576,Lightning Ultimatum Gravitational of Virgo +1,2,Infinite Improbability Drive,354,Vibranium,377,Tractor Beam,917
242,3433,Carrier,289,Ticonderoga,302,Particle Beam,574,Kinetic Energy Blast,610,Gamma of Scorpio,13,Flaming Catastrophe Fission-Electric of Gliese 667C +1,9,Wooden,407,Warp Core of Aries,94
243,7602,Cruiser,363,Soryu,338,Plasma Beam of Aries,65,Positron Torpedo,576,Nuclear,711,Magnetoplasmadynamic Thruster,400,Beryllium,383,Tractor Beam,917
244,6047,Carrier,289,Nimitz,316,Particle Beam,574,Rail Gun,551,Plasma,737,Light Sail,370,Glass,349,Escape Pod,930
245,6597,Cargo,327,Incheon of Libra,24,Particle Beam,574,Electromagnetic Pulse Bomb,560,Quasar,728,Fusion-Fragment,354,Graphene of Gliese 667C,44,Warp Core,962
246,2974,Cargo,327,Enterprise,319,Electron Beam,525,Overclocked The Indestructable Rail Gun of Sagittarius +1,3,Gravitational,689,Nuclear Fusion,365,Graphene,349,Tractor Beam of Gliese 667C,43
247,1007,Einstein-Rosen The Powerful Courier of Gemini +1,1,Missouri,309,Tetryon Canon,578,Photon Torpedo,582,Gravitational,689,Galactic The Destroyer Ion Thruster of Wolf 1961,8,Copper,402,Tractor Beam,917
248,5176,Courier of Aries,10,Soryu,338,Electron Beam of Gliese 667C,46,Rail Gun,551,Dark Energy,707,Light Sail of Taurus,79,Diamond,387,Escape Pod,930
